,yearmon,fatalities,country_name
10,2017-11,912,Pakistan
11,2017-12,972,Pakistan
12,2018-01,1080,Pakistan
13,2018-02,660,Pakistan
14,2018-03,720,Pakistan
15,2018-04,684,Pakistan
16,2018-05,924,Pakistan
17,2018-06,1212,Pakistan
18,2018-07,3624,Pakistan
19,2018-08,1152,Pakistan
20,2018-09,1164,Pakistan
21,2018-10,1272,Pakistan
22,2018-11,1224,Pakistan
23,2018-12,996,Pakistan
24,2019-01,1176,Pakistan
25,2019-02,696,Pakistan
26,2019-03,1164,Pakistan
27,2019-04,1332,Pakistan
28,2019-05,2196,Pakistan
29,2019-06,1308,Pakistan
30,2019-07,1236,Pakistan
31,2019-08,1056,Pakistan
32,2019-09,996,Pakistan
33,2019-10,876,Pakistan
34,2019-11,840,Pakistan
35,2019-12,1008,Pakistan
36,2020-01,624,Pakistan
37,2020-02,864,Pakistan
38,2020-03,384,Pakistan
39,2020-04,1428,Pakistan
40,2020-05,648,Pakistan
41,2020-06,912,Pakistan
42,2020-07,1344,Pakistan
43,2020-08,516,Pakistan
44,2020-09,768,Pakistan
45,2020-10,840,Pakistan
46,2020-11,816,Pakistan
47,2020-12,912,Pakistan
48,2021-01,1056,Pakistan
49,2021-02,1380,Pakistan
50,2021-03,1332,Pakistan
51,2021-04,1260,Pakistan
52,2021-05,1728,Pakistan
53,2021-06,1584,Pakistan
54,2021-07,1296,Pakistan
55,2021-08,1956,Pakistan
56,2021-09,1776,Pakistan
57,2021-10,1464,Pakistan
58,2021-11,960,Pakistan
59,2021-12,1140,Pakistan
60,2022-01,1452,Pakistan
61,2022-02,2016,Pakistan
62,2022-03,2628,Pakistan
63,2022-04,1884,Pakistan
64,2022-05,996,Pakistan
65,2022-06,1788,Pakistan
66,2022-07,1980,Pakistan
67,2022-08,1068,Pakistan
68,2022-09,1608,Pakistan
69,2022-10,2304,Pakistan
70,2022-11,1620,Pakistan
71,2022-12,1992,Pakistan
72,2023-01,2460,Pakistan
73,2023-02,1968,Pakistan
74,2023-03,1668,Pakistan
75,2023-04,2124,Pakistan
76,2023-05,2904,Pakistan
77,2023-06,1620,Pakistan
78,2023-07,2628,Pakistan
79,2023-08,2496,Pakistan
80,2023-09,2940,Pakistan
81,2023-10,2664,Pakistan
82,2023-11,2304,Pakistan
83,2023-12,2220,Pakistan
0,2017-01,6192,Somalia
1,2017-02,3660,Somalia
2,2017-03,4380,Somalia
3,2017-04,6876,Somalia
4,2017-05,4716,Somalia
5,2017-06,6336,Somalia
6,2017-07,5664,Somalia
7,2017-08,5040,Somalia
8,2017-09,5736,Somalia
9,2017-10,11952,Somalia
10,2017-11,7848,Somalia
11,2017-12,5064,Somalia
12,2018-01,4632,Somalia
13,2018-02,4344,Somalia
14,2018-03,7104,Somalia
15,2018-04,4968,Somalia
16,2018-05,5736,Somalia
17,2018-06,7824,Somalia
18,2018-07,5472,Somalia
19,2018-08,4728,Somalia
20,2018-09,7020,Somalia
21,2018-10,5940,Somalia
22,2018-11,3828,Somalia
23,2018-12,6840,Somalia
24,2019-01,7524,Somalia
25,2019-02,5892,Somalia
26,2019-03,5376,Somalia
27,2019-04,2016,Somalia
28,2019-05,4584,Somalia
29,2019-06,4692,Somalia
30,2019-07,5964,Somalia
31,2019-08,4128,Somalia
32,2019-09,4500,Somalia
33,2019-10,3792,Somalia
34,2019-11,4176,Somalia
35,2019-12,5424,Somalia
36,2020-01,3072,Somalia
37,2020-02,3768,Somalia
38,2020-03,3000,Somalia
39,2020-04,3600,Somalia
40,2020-05,3924,Somalia
41,2020-06,2796,Somalia
42,2020-07,3036,Somalia
43,2020-08,4500,Somalia
44,2020-09,3036,Somalia
45,2020-10,2820,Somalia
46,2020-11,3048,Somalia
47,2020-12,3480,Somalia
48,2021-01,3888,Somalia
49,2021-02,3540,Somalia
50,2021-03,3300,Somalia
51,2021-04,3108,Somalia
52,2021-05,2760,Somalia
53,2021-06,6180,Somalia
54,2021-07,4392,Somalia
55,2021-08,4632,Somalia
56,2021-09,1752,Somalia
57,2021-10,2712,Somalia
58,2021-11,2136,Somalia
59,2021-12,2844,Somalia
60,2022-01,4080,Somalia
61,2022-02,4080,Somalia
62,2022-03,5808,Somalia
63,2022-04,2136,Somalia
64,2022-05,3060,Somalia
65,2022-06,3744,Somalia
66,2022-07,5208,Somalia
67,2022-08,5892,Somalia
68,2022-09,11436,Somalia
69,2022-10,12456,Somalia
70,2022-11,11520,Somalia
71,2022-12,8832,Somalia
72,2023-01,10404,Somalia
73,2023-02,13272,Somalia
74,2023-03,6372,Somalia
75,2023-04,4368,Somalia
76,2023-05,8436,Somalia
77,2023-06,5220,Somalia
78,2023-07,8916,Somalia
79,2023-08,12096,Somalia
80,2023-09,16836,Somalia
81,2023-10,5340,Somalia
82,2023-11,2076,Somalia
83,2023-12,7056,Somalia
0,2017-01,156,South_Africa
1,2017-02,84,South_Africa
2,2017-03,240,South_Africa
3,2017-04,96,South_Africa
4,2017-05,72,South_Africa
5,2017-06,48,South_Africa
6,2017-07,204,South_Africa
7,2017-08,108,South_Africa
8,2017-09,168,South_Africa
9,2017-10,96,South_Africa
10,2017-11,108,South_Africa
11,2017-12,24,South_Africa
12,2018-01,96,South_Africa
13,2018-02,36,South_Africa
14,2018-03,72,South_Africa
15,2018-04,168,South_Africa
16,2018-05,108,South_Africa
17,2018-06,132,South_Africa
18,2018-07,216,South_Africa
19,2018-08,192,South_Africa
20,2018-09,60,South_Africa
21,2018-10,84,South_Africa
22,2018-11,24,South_Africa
23,2018-12,168,South_Africa
24,2019-01,252,South_Africa
25,2019-02,204,South_Africa
26,2019-03,108,South_Africa
27,2019-04,132,South_Africa
28,2019-05,228,South_Africa
29,2019-06,108,South_Africa
30,2019-07,252,South_Africa
31,2019-08,276,South_Africa
32,2019-09,216,South_Africa
33,2019-10,192,South_Africa
34,2019-11,144,South_Africa
35,2019-12,252,South_Africa
36,2020-01,168,South_Africa
37,2020-02,180,South_Africa
38,2020-03,132,South_Africa
39,2020-04,216,South_Africa
40,2020-05,144,South_Africa
41,2020-06,132,South_Africa
42,2020-07,240,South_Africa
43,2020-08,288,South_Africa
44,2020-09,228,South_Africa
45,2020-10,156,South_Africa
46,2020-11,132,South_Africa
47,2020-12,132,South_Africa
48,2021-01,156,South_Africa
49,2021-02,324,South_Africa
50,2021-03,240,South_Africa
51,2021-04,384,South_Africa
52,2021-05,372,South_Africa
53,2021-06,132,South_Africa
54,2021-07,900,South_Africa
55,2021-08,228,South_Africa
56,2021-09,348,South_Africa
57,2021-10,288,South_Africa
58,2021-11,372,South_Africa
59,2021-12,192,South_Africa
60,2022-01,288,South_Africa
61,2022-02,420,South_Africa
62,2022-03,168,South_Africa
63,2022-04,348,South_Africa
64,2022-05,180,South_Africa
65,2022-06,408,South_Africa
66,2022-07,336,South_Africa
67,2022-08,336,South_Africa
68,2022-09,348,South_Africa
69,2022-10,228,South_Africa
70,2022-11,192,South_Africa
71,2022-12,144,South_Africa
72,2023-01,300,South_Africa
73,2023-02,348,South_Africa
74,2023-03,156,South_Africa
75,2023-04,300,South_Africa
76,2023-05,240,South_Africa
77,2023-06,324,South_Africa
78,2023-07,300,South_Africa
79,2023-08,444,South_Africa
80,2023-09,228,South_Africa
81,2023-10,312,South_Africa
82,2023-11,336,South_Africa
83,2023-12,396,South_Africa
0,2017-01,4944,South_Sudan
1,2017-02,5064,South_Sudan
2,2017-03,4860,South_Sudan
3,2017-04,8076,South_Sudan
4,2017-05,7380,South_Sudan
5,2017-06,2304,South_Sudan
6,2017-07,4836,South_Sudan
7,2017-08,2772,South_Sudan
8,2017-09,3468,South_Sudan
9,2017-10,3804,South_Sudan
10,2017-11,5616,South_Sudan
11,2017-12,5208,South_Sudan
12,2018-01,1212,South_Sudan
13,2018-02,2808,South_Sudan
14,2018-03,1512,South_Sudan
15,2018-04,2004,South_Sudan
16,2018-05,2196,South_Sudan
17,2018-06,2580,South_Sudan
18,2018-07,2412,South_Sudan
19,2018-08,792,South_Sudan
20,2018-09,1140,South_Sudan
21,2018-10,1608,South_Sudan
22,2018-11,732,South_Sudan
23,2018-12,1596,South_Sudan
24,2019-01,7872,South_Sudan
25,2019-02,1212,South_Sudan
26,2019-03,2088,South_Sudan
27,2019-04,1524,South_Sudan
28,2019-05,1308,South_Sudan
29,2019-06,900,South_Sudan
30,2019-07,1008,South_Sudan
31,2019-08,2040,South_Sudan
32,2019-09,1032,South_Sudan
33,2019-10,456,South_Sudan
34,2019-11,1392,South_Sudan
35,2019-12,780,South_Sudan
36,2020-01,1404,South_Sudan
37,2020-02,1236,South_Sudan
38,2020-03,2676,South_Sudan
39,2020-04,2064,South_Sudan
40,2020-05,5628,South_Sudan
41,2020-06,5148,South_Sudan
42,2020-07,3024,South_Sudan
43,2020-08,2748,South_Sudan
44,2020-09,900,South_Sudan
45,2020-10,612,South_Sudan
46,2020-11,1284,South_Sudan
47,2020-12,1692,South_Sudan
48,2021-01,1440,South_Sudan
49,2021-02,1848,South_Sudan
50,2021-03,2040,South_Sudan
51,2021-04,1644,South_Sudan
52,2021-05,5232,South_Sudan
53,2021-06,1740,South_Sudan
54,2021-07,2808,South_Sudan
55,2021-08,2544,South_Sudan
56,2021-09,1752,South_Sudan
57,2021-10,1200,South_Sudan
58,2021-11,1392,South_Sudan
59,2021-12,2304,South_Sudan
60,2022-01,1500,South_Sudan
61,2022-02,2328,South_Sudan
62,2022-03,2208,South_Sudan
63,2022-04,3612,South_Sudan
64,2022-05,1740,South_Sudan
65,2022-06,4680,South_Sudan
66,2022-07,2844,South_Sudan
67,2022-08,1296,South_Sudan
68,2022-09,636,South_Sudan
69,2022-10,1236,South_Sudan
70,2022-11,3480,South_Sudan
71,2022-12,3792,South_Sudan
72,2023-01,3636,South_Sudan
73,2023-02,3060,South_Sudan
74,2023-03,1116,South_Sudan
75,2023-04,2040,South_Sudan
76,2023-05,564,South_Sudan
77,2023-06,1128,South_Sudan
78,2023-07,876,South_Sudan
79,2023-08,516,South_Sudan
80,2023-09,600,South_Sudan
81,2023-10,660,South_Sudan
82,2023-11,960,South_Sudan
83,2023-12,288,South_Sudan
0,2017-01,612,Sudan
1,2017-02,1296,Sudan
2,2017-03,840,Sudan
3,2017-04,2064,Sudan
4,2017-05,4740,Sudan
5,2017-06,1488,Sudan
6,2017-07,1164,Sudan
7,2017-08,600,Sudan
8,2017-09,708,Sudan
9,2017-10,996,Sudan
10,2017-11,744,Sudan
11,2017-12,396,Sudan
12,2018-01,264,Sudan
13,2018-02,1044,Sudan
14,2018-03,1116,Sudan
15,2018-04,1248,Sudan
16,2018-05,1164,Sudan
17,2018-06,2832,Sudan
18,2018-07,1332,Sudan
19,2018-08,288,Sudan
20,2018-09,648,Sudan
21,2018-10,1056,Sudan
22,2018-11,792,Sudan
23,2018-12,864,Sudan
24,2019-01,816,Sudan
25,2019-02,432,Sudan
26,2019-03,696,Sudan
27,2019-04,828,Sudan
28,2019-05,408,Sudan
29,2019-06,2280,Sudan
30,2019-07,708,Sudan
31,2019-08,672,Sudan
32,2019-09,324,Sudan
33,2019-10,300,Sudan
34,2019-11,576,Sudan
35,2019-12,1272,Sudan
36,2020-01,1068,Sudan
37,2020-02,144,Sudan
38,2020-03,528,Sudan
39,2020-04,720,Sudan
40,2020-05,1704,Sudan
41,2020-06,1620,Sudan
42,2020-07,2820,Sudan
43,2020-08,1044,Sudan
44,2020-09,276,Sudan
45,2020-10,672,Sudan
46,2020-11,180,Sudan
47,2020-12,732,Sudan
48,2021-01,3516,Sudan
49,2021-02,1320,Sudan
50,2021-03,768,Sudan
51,2021-04,2460,Sudan
52,2021-05,1224,Sudan
53,2021-06,1668,Sudan
54,2021-07,2088,Sudan
55,2021-08,792,Sudan
56,2021-09,540,Sudan
57,2021-10,972,Sudan
58,2021-11,2244,Sudan
59,2021-12,2220,Sudan
60,2022-01,804,Sudan
61,2022-02,780,Sudan
62,2022-03,1992,Sudan
63,2022-04,3852,Sudan
64,2022-05,1092,Sudan
65,2022-06,3276,Sudan
66,2022-07,2664,Sudan
67,2022-08,1104,Sudan
68,2022-09,852,Sudan
69,2022-10,5220,Sudan
70,2022-11,1836,Sudan
71,2022-12,1308,Sudan
72,2023-01,768,Sudan
73,2023-02,552,Sudan
74,2023-03,732,Sudan
75,2023-04,10500,Sudan
76,2023-05,14988,Sudan
77,2023-06,17712,Sudan
78,2023-07,19344,Sudan
79,2023-08,30156,Sudan
80,2023-09,20496,Sudan
81,2023-10,16632,Sudan
82,2023-11,19860,Sudan
83,2023-12,7668,Sudan
0,2017-01,60,Tanzania
1,2017-02,0,Tanzania
2,2017-03,0,Tanzania
3,2017-04,108,Tanzania
4,2017-05,24,Tanzania
5,2017-06,2556,Tanzania
6,2017-07,132,Tanzania
7,2017-08,192,Tanzania
8,2017-09,36,Tanzania
9,2017-10,12,Tanzania
10,2017-11,72,Tanzania
11,2017-12,0,Tanzania
12,2018-01,0,Tanzania
13,2018-02,72,Tanzania
14,2018-03,12,Tanzania
15,2018-04,0,Tanzania
16,2018-05,60,Tanzania
17,2018-06,60,Tanzania
18,2018-07,12,Tanzania
19,2018-08,0,Tanzania
20,2018-09,0,Tanzania
21,2018-10,72,Tanzania
22,2018-11,156,Tanzania
23,2018-12,0,Tanzania
24,2019-01,144,Tanzania
25,2019-02,72,Tanzania
26,2019-03,48,Tanzania
27,2019-04,12,Tanzania
28,2019-05,0,Tanzania
29,2019-06,48,Tanzania
30,2019-07,0,Tanzania
31,2019-08,0,Tanzania
32,2019-09,12,Tanzania
33,2019-10,0,Tanzania
34,2019-11,84,Tanzania
35,2019-12,24,Tanzania
36,2020-01,60,Tanzania
37,2020-02,0,Tanzania
38,2020-03,0,Tanzania
39,2020-04,0,Tanzania
40,2020-05,0,Tanzania
41,2020-06,0,Tanzania
42,2020-07,0,Tanzania
43,2020-08,24,Tanzania
44,2020-09,0,Tanzania
45,2020-10,420,Tanzania
46,2020-11,96,Tanzania
47,2020-12,0,Tanzania
48,2021-01,0,Tanzania
49,2021-02,24,Tanzania
50,2021-03,12,Tanzania
51,2021-04,72,Tanzania
52,2021-05,24,Tanzania
53,2021-06,0,Tanzania
54,2021-07,24,Tanzania
55,2021-08,12,Tanzania
56,2021-09,12,Tanzania
57,2021-10,120,Tanzania
58,2021-11,72,Tanzania
59,2021-12,132,Tanzania
60,2022-01,144,Tanzania
61,2022-02,48,Tanzania
62,2022-03,12,Tanzania
63,2022-04,12,Tanzania
64,2022-05,36,Tanzania
65,2022-06,72,Tanzania
66,2022-07,36,Tanzania
67,2022-08,0,Tanzania
68,2022-09,84,Tanzania
69,2022-10,24,Tanzania
70,2022-11,0,Tanzania
71,2022-12,0,Tanzania
72,2023-01,36,Tanzania
73,2023-02,48,Tanzania
74,2023-03,12,Tanzania
75,2023-04,0,Tanzania
76,2023-05,12,Tanzania
77,2023-06,0,Tanzania
78,2023-07,12,Tanzania
79,2023-08,36,Tanzania
80,2023-09,24,Tanzania
81,2023-10,24,Tanzania
82,2023-11,36,Tanzania
83,2023-12,0,Tanzania
0,2020-02,0,Timor_Leste
1,2020-03,0,Timor_Leste
2,2020-05,0,Timor_Leste
3,2020-06,0,Timor_Leste
4,2020-08,0,Timor_Leste
5,2020-09,0,Timor_Leste
6,2020-12,0,Timor_Leste
7,2021-01,0,Timor_Leste
8,2021-03,0,Timor_Leste
9,2021-04,0,Timor_Leste
10,2021-05,0,Timor_Leste
11,2021-06,24,Timor_Leste
12,2021-11,0,Timor_Leste
13,2022-01,24,Timor_Leste
14,2022-03,0,Timor_Leste
15,2022-06,0,Timor_Leste
16,2022-07,0,Timor_Leste
17,2022-11,0,Timor_Leste
18,2023-02,0,Timor_Leste
19,2023-03,0,Timor_Leste
20,2023-04,0,Timor_Leste
21,2023-05,0,Timor_Leste
22,2023-06,0,Timor_Leste
23,2023-07,0,Timor_Leste
24,2023-12,0,Timor_Leste
0,2017-01,12,Uganda
1,2017-02,24,Uganda
2,2017-03,36,Uganda
3,2017-04,216,Uganda
4,2017-05,12,Uganda
5,2017-06,180,Uganda
6,2017-07,48,Uganda
7,2017-08,48,Uganda
8,2017-09,60,Uganda
9,2017-10,36,Uganda
10,2017-11,96,Uganda
11,2017-12,24,Uganda
12,2018-01,108,Uganda
13,2018-02,84,Uganda
14,2018-03,84,Uganda
15,2018-04,132,Uganda
16,2018-05,60,Uganda
17,2018-06,156,Uganda
18,2018-07,156,Uganda
19,2018-08,132,Uganda
20,2018-09,96,Uganda
21,2018-10,96,Uganda
22,2018-11,384,Uganda
23,2018-12,264,Uganda
24,2019-01,156,Uganda
25,2019-02,96,Uganda
26,2019-03,336,Uganda
27,2019-04,144,Uganda
28,2019-05,240,Uganda
29,2019-06,144,Uganda
30,2019-07,168,Uganda
31,2019-08,108,Uganda
32,2019-09,108,Uganda
33,2019-10,132,Uganda
34,2019-11,48,Uganda
35,2019-12,276,Uganda
36,2020-01,132,Uganda
37,2020-02,108,Uganda
38,2020-03,552,Uganda
39,2020-04,324,Uganda
40,2020-05,324,Uganda
41,2020-06,312,Uganda
42,2020-07,192,Uganda
43,2020-08,96,Uganda
44,2020-09,240,Uganda
45,2020-10,108,Uganda
46,2020-11,768,Uganda
47,2020-12,300,Uganda
48,2021-01,252,Uganda
49,2021-02,756,Uganda
50,2021-03,312,Uganda
51,2021-04,168,Uganda
52,2021-05,600,Uganda
53,2021-06,456,Uganda
54,2021-07,852,Uganda
55,2021-08,468,Uganda
56,2021-09,504,Uganda
57,2021-10,564,Uganda
58,2021-11,684,Uganda
59,2021-12,468,Uganda
60,2022-01,312,Uganda
61,2022-02,264,Uganda
62,2022-03,804,Uganda
63,2022-04,276,Uganda
64,2022-05,300,Uganda
65,2022-06,264,Uganda
66,2022-07,300,Uganda
67,2022-08,72,Uganda
68,2022-09,288,Uganda
69,2022-10,420,Uganda
70,2022-11,288,Uganda
71,2022-12,768,Uganda
72,2023-01,516,Uganda
73,2023-02,312,Uganda
74,2023-03,144,Uganda
75,2023-04,204,Uganda
76,2023-05,360,Uganda
77,2023-06,924,Uganda
78,2023-07,492,Uganda
79,2023-08,228,Uganda
80,2023-09,204,Uganda
81,2023-10,300,Uganda
82,2023-11,264,Uganda
83,2023-12,456,Uganda
0,2017-01,24072,Yemen
1,2017-02,12720,Yemen
2,2017-03,15024,Yemen
3,2017-04,13860,Yemen
4,2017-05,14328,Yemen
5,2017-06,13488,Yemen
6,2017-07,16800,Yemen
7,2017-08,18312,Yemen
8,2017-09,16056,Yemen
9,2017-10,18936,Yemen
10,2017-11,17916,Yemen
11,2017-12,30288,Yemen
12,2018-01,28716,Yemen
13,2018-02,28644,Yemen
14,2018-03,34596,Yemen
15,2018-04,28548,Yemen
16,2018-05,28392,Yemen
17,2018-06,39000,Yemen
18,2018-07,32988,Yemen
19,2018-08,35640,Yemen
20,2018-09,39384,Yemen
21,2018-10,38340,Yemen
22,2018-11,43128,Yemen
23,2018-12,33924,Yemen
24,2019-01,34260,Yemen
25,2019-02,28392,Yemen
26,2019-03,35412,Yemen
27,2019-04,37104,Yemen
28,2019-05,34068,Yemen
29,2019-06,37752,Yemen
30,2019-07,34284,Yemen
31,2019-08,33180,Yemen
32,2019-09,22476,Yemen
33,2019-10,15948,Yemen
34,2019-11,10992,Yemen
35,2019-12,12264,Yemen
36,2020-01,19104,Yemen
37,2020-02,18984,Yemen
38,2020-03,19788,Yemen
39,2020-04,25440,Yemen
40,2020-05,20988,Yemen
41,2020-06,20016,Yemen
42,2020-07,17232,Yemen
43,2020-08,21840,Yemen
44,2020-09,21600,Yemen
45,2020-10,18288,Yemen
46,2020-11,20016,Yemen
47,2020-12,13608,Yemen
48,2021-01,11616,Yemen
49,2021-02,20892,Yemen
50,2021-03,30984,Yemen
51,2021-04,21024,Yemen
52,2021-05,15996,Yemen
53,2021-06,14304,Yemen
54,2021-07,15720,Yemen
55,2021-08,13368,Yemen
56,2021-09,13056,Yemen
57,2021-10,17652,Yemen
58,2021-11,26004,Yemen
59,2021-12,20268,Yemen
60,2022-01,21636,Yemen
61,2022-02,17568,Yemen
62,2022-03,14004,Yemen
63,2022-04,2808,Yemen
64,2022-05,2280,Yemen
65,2022-06,2256,Yemen
66,2022-07,2352,Yemen
67,2022-08,3336,Yemen
68,2022-09,2796,Yemen
69,2022-10,3444,Yemen
70,2022-11,7956,Yemen
71,2022-12,5520,Yemen
72,2023-01,4344,Yemen
73,2023-02,5004,Yemen
74,2023-03,5988,Yemen
75,2023-04,2460,Yemen
76,2023-05,3204,Yemen
77,2023-06,2352,Yemen
78,2023-07,3756,Yemen
79,2023-08,3636,Yemen
80,2023-09,2484,Yemen
81,2023-10,1920,Yemen
82,2023-11,1956,Yemen
83,2023-12,1716,Yemen
0,2017-01,0,Zambia
1,2017-03,0,Zambia
2,2017-04,0,Zambia
3,2017-05,0,Zambia
4,2017-06,0,Zambia
5,2017-07,12,Zambia
6,2017-08,0,Zambia
7,2017-09,0,Zambia
8,2017-10,0,Zambia
9,2017-11,0,Zambia
10,2017-12,12,Zambia
11,2018-01,12,Zambia
12,2018-02,0,Zambia
13,2018-03,12,Zambia
14,2018-04,0,Zambia
15,2018-05,36,Zambia
16,2018-06,0,Zambia
17,2018-07,12,Zambia
18,2018-08,36,Zambia
19,2018-09,24,Zambia
20,2018-10,36,Zambia
21,2018-11,12,Zambia
22,2018-12,24,Zambia
23,2019-01,24,Zambia
24,2019-02,24,Zambia
25,2019-03,24,Zambia
26,2019-04,0,Zambia
27,2019-05,0,Zambia
28,2019-06,0,Zambia
29,2019-07,0,Zambia
30,2019-08,12,Zambia
31,2019-09,0,Zambia
32,2019-10,12,Zambia
33,2019-11,12,Zambia
34,2019-12,24,Zambia
35,2020-01,24,Zambia
36,2020-02,276,Zambia
37,2020-03,0,Zambia
38,2020-04,0,Zambia
39,2020-05,12,Zambia
40,2020-07,12,Zambia
41,2020-08,12,Zambia
42,2020-09,60,Zambia
43,2020-10,36,Zambia
44,2020-11,12,Zambia
45,2020-12,36,Zambia
46,2021-01,12,Zambia
47,2021-02,24,Zambia
48,2021-03,0,Zambia
49,2021-04,0,Zambia
50,2021-05,12,Zambia
51,2021-06,24,Zambia
52,2021-07,48,Zambia
53,2021-08,24,Zambia
54,2021-09,12,Zambia
55,2021-10,0,Zambia
56,2021-11,24,Zambia
57,2021-12,12,Zambia
58,2022-01,0,Zambia
59,2022-02,12,Zambia
60,2022-03,12,Zambia
61,2022-04,24,Zambia
62,2022-05,0,Zambia
63,2022-06,12,Zambia
64,2022-07,0,Zambia
65,2022-08,0,Zambia
66,2022-09,36,Zambia
67,2022-10,24,Zambia
68,2022-11,12,Zambia
69,2022-12,12,Zambia
70,2023-01,60,Zambia
71,2023-02,0,Zambia
72,2023-03,12,Zambia
73,2023-04,0,Zambia
74,2023-05,0,Zambia
75,2023-06,12,Zambia
76,2023-07,12,Zambia
77,2023-08,12,Zambia
78,2023-09,36,Zambia
79,2023-10,36,Zambia
80,2023-11,0,Zambia
81,2023-12,0,Zambia
0,2017-01,0,Zimbabwe
1,2017-02,0,Zimbabwe
2,2017-03,0,Zimbabwe
3,2017-04,24,Zimbabwe
4,2017-05,0,Zimbabwe
5,2017-06,12,Zimbabwe
6,2017-07,24,Zimbabwe
7,2017-08,0,Zimbabwe
8,2017-09,0,Zimbabwe
9,2017-10,0,Zimbabwe
10,2017-11,48,Zimbabwe
11,2017-12,0,Zimbabwe
12,2018-01,12,Zimbabwe
13,2018-02,24,Zimbabwe
14,2018-03,0,Zimbabwe
15,2018-04,0,Zimbabwe
16,2018-05,0,Zimbabwe
17,2018-06,72,Zimbabwe
18,2018-07,0,Zimbabwe
19,2018-08,96,Zimbabwe
20,2018-09,48,Zimbabwe
21,2018-10,36,Zimbabwe
22,2018-11,0,Zimbabwe
23,2018-12,36,Zimbabwe
24,2019-01,264,Zimbabwe
25,2019-02,24,Zimbabwe
26,2019-03,0,Zimbabwe
27,2019-04,48,Zimbabwe
28,2019-05,0,Zimbabwe
29,2019-06,0,Zimbabwe
30,2019-07,24,Zimbabwe
31,2019-08,24,Zimbabwe
32,2019-09,0,Zimbabwe
33,2019-10,36,Zimbabwe
34,2019-11,12,Zimbabwe
35,2019-12,72,Zimbabwe
36,2020-01,12,Zimbabwe
37,2020-02,12,Zimbabwe
38,2020-03,12,Zimbabwe
39,2020-04,0,Zimbabwe
40,2020-05,0,Zimbabwe
41,2020-06,0,Zimbabwe
42,2020-07,36,Zimbabwe
43,2020-08,12,Zimbabwe
44,2020-09,120,Zimbabwe
45,2020-10,12,Zimbabwe
46,2020-11,24,Zimbabwe
47,2020-12,12,Zimbabwe
48,2021-01,12,Zimbabwe
49,2021-02,24,Zimbabwe
50,2021-03,12,Zimbabwe
51,2021-04,0,Zimbabwe
52,2021-05,36,Zimbabwe
53,2021-06,0,Zimbabwe
54,2021-07,0,Zimbabwe
55,2021-08,12,Zimbabwe
56,2021-09,36,Zimbabwe
57,2021-10,48,Zimbabwe
58,2021-11,36,Zimbabwe
59,2021-12,72,Zimbabwe
60,2022-01,24,Zimbabwe
61,2022-02,24,Zimbabwe
62,2022-03,36,Zimbabwe
63,2022-04,48,Zimbabwe
64,2022-05,0,Zimbabwe
65,2022-06,36,Zimbabwe
66,2022-07,48,Zimbabwe
67,2022-08,48,Zimbabwe
68,2022-09,12,Zimbabwe
69,2022-10,84,Zimbabwe
70,2022-11,24,Zimbabwe
71,2022-12,12,Zimbabwe
72,2023-01,48,Zimbabwe
73,2023-02,24,Zimbabwe
74,2023-03,36,Zimbabwe
75,2023-04,48,Zimbabwe
76,2023-05,60,Zimbabwe
77,2023-06,36,Zimbabwe
78,2023-07,96,Zimbabwe
79,2023-08,12,Zimbabwe
80,2023-09,24,Zimbabwe
81,2023-10,36,Zimbabwe
82,2023-11,12,Zimbabwe
83,2023-12,48,Zimbabwe
